SampleID,AccX_ms2,AccY_ms2,AccZ_ms2,GyroX_dps,GyroY_dps,GyroZ_dps,MagX,MagY,MagZ
11337,10.69,-1.48,-1.12,44.9,4.8,-37.8,12,917,-761
11338,10.94,-1.42,-1.29,13.9,21.9,-31.4,27,937,-756
11339,11.17,-1.37,-1.06,-7.6,26.6,-23.8,27,925,-736
11340,11.24,-1.26,-0.84,-20.4,24.2,-17.6,32,932,-727
11341,11.33,-1.05,-0.79,-26.9,21.0,-13.7,30,927,-710
11342,11.48,-0.76,-1.38,-28.3,20.1,-8.1,30,930,-700
11343,12.11,-0.31,-1.65,-22.0,11.4,-2.8,2,930,-700
11344,13.07,-0.05,-1.27,-11.1,-9.2,1.1,12,915,-692
11345,14.13,-0.23,-0.87,-6.5,-26.4,7.4,10,902,-697
11346,15.79,-0.17,-0.66,-12.7,-38.7,14.5,0,877,-700
11347,16.72,-0.03,-1.06,-30.2,-42.1,29.5,-7,847,-720
11348,16.40,-0.12,-2.29,-55.3,-31.4,56.5,-27,827,-720
11349,15.42,-0.04,-2.97,-80.6,-14.6,84.9,-72,815,-738
11350,14.40,0.25,-2.62,-97.3,-6.9,104.9,-121,817,-727
11351,13.26,0.67,-1.54,-103.3,-10.3,116.8,-178,797,-717
11352,11.78,0.76,-0.71,-104.6,-17.7,123.0,-240,800,-736
11353,10.67,0.75,-0.08,-105.1,-23.9,125.1,-312,767,-733
11354,9.30,0.58,0.24,-107.2,-25.8,125.9,-366,757,-731
11355,8.43,0.55,0.31,-111.4,-25.1,126.2,-401,755,-731
11356,7.48,0.47,0.30,-116.8,-20.6,126.7,-475,742,-727
11357,7.06,0.48,0.48,-121.3,-20.9,123.7,-543,707,-733
11358,6.84,0.58,0.44,-124.0,-23.0,120.0,-593,672,-736
11359,6.51,0.61,0.24,-126.3,-24.2,115.1,-621,642,-741
11360,6.48,0.74,0.03,-125.2,-22.8,113.0,-687,613,-720
11361,6.58,0.98,-0.06,-117.0,-25.7,109.6,-725,578,-707
11362,6.80,1.15,-0.15,-101.3,-33.6,97.1,-781,546,-720
11363,7.30,1.43,0.01,-82.0,-42.6,79.9,-791,503,-722
11364,8.13,1.75,0.18,-61.6,-51.2,61.8,-833,478,-725
11365,9.07,2.08,-0.10,-44.5,-51.8,41.2,-851,458,-717
11366,9.91,2.42,-0.70,-31.9,-36.9,22.2,-870,433,-727
11367,10.65,2.37,-1.18,-15.6,9.8,-16.0,-851,418,-736
11368,11.10,-0.66,-2.02,1.3,-1.1,34.2,-806,583,-727
11369,12.25,-0.44,-2.11,17.7,-3.8,24.7,-811,573,-738
11370,12.33,-0.61,-2.49,32.6,-1.4,10.5,-821,563,-738
11371,12.51,-0.57,-2.61,42.7,5.0,-2.7,-813,586,-710
11372,12.45,-0.65,-2.91,48.3,6.5,-5.4,-791,588,-727
11373,12.26,-0.46,-3.31,52.3,7.3,2.5,-801,601,-727
11374,12.33,-0.27,-2.84,59.3,2.9,8.4,-798,616,-722
11375,12.28,-0.17,-2.10,66.8,-0.5,-3.8,-801,621,-715
11376,12.07,-0.31,-2.06,68.7,-0.4,-23.9,-768,645,-712
11377,12.33,-0.62,-2.32,62.0,-6.6,-30.6,-763,642,-697
11378,11.66,-0.97,-2.55,50.5,-10.5,-16.8,-742,647,-722
11379,11.45,-0.32,-2.38,39.4,-10.3,-6.9,-727,650,-707
11380,10.14,0.41,-2.33,39.4,-1.5,-8.5,-742,655,-707
11381,9.45,0.63,-1.65,43.3,8.3,-15.7,-732,660,-715
11382,8.74,0.89,-0.87,49.1,13.0,-26.0,-710,672,-710
11383,7.32,-0.67,-0.17,49.6,16.8,-38.4,-705,685,-710
11384,6.26,-0.67,0.30,45.5,20.1,-30.0,-670,695,-707
11385,5.26,-1.36,0.63,45.3,20.6,-11.5,-662,700,-702
11386,5.12,-1.62,1.09,48.5,18.0,-1.2,-662,715,-695
11387,4.76,-1.91,1.34,52.8,18.0,-10.4,-652,740,-687
11388,5.03,-2.23,1.56,52.7,19.7,-29.6,-626,745,-685
11389,5.06,-2.58,1.04,40.9,24.6,-41.4,-618,750,-690
11390,6.03,-2.97,0.68,25.0,22.1,-32.8,-598,767,-685
11391,5.71,-3.68,0.60,7.9,29.2,-10.5,-581,765,-677
11392,6.16,-4.46,0.60,-5.7,35.1,-3.2,-581,777,-660
11393,6.85,-4.71,0.49,-12.5,26.0,-7.8,-588,795,-667
11394,6.94,-5.28,-0.08,-18.4,7.0,-10.0,-576,780,-667
11395,7.23,-5.96,-0.57,-25.6,-6.6,-3.2,-571,785,-670
11396,7.64,-6.15,-1.37,-33.1,-8.1,4.7,-576,770,-667
11397,8.35,-6.60,-2.35,-38.6,-5.0,6.1,-588,772,-675
11398,8.38,-6.84,-3.55,-42.4,13.8,1.9,-586,770,-692
11399,9.73,-7.04,-3.70,-41.9,34.9,1.6,-606,760,-680
11400,11.90,-5.61,-3.55,-27.1,36.5,6.9,-598,765,-677
11401,10.53,-7.56,-2.69,-13.9,43.2,13.2,-603,765,-672
11402,12.82,-5.50,-0.82,12.3,71.2,11.4,-621,770,-652
11403,12.87,-4.17,0.52,-16.2,99.1,-7.1,-613,805,-638
11404,13.81,-3.68,3.09,-63.7,107.6,-15.9,-618,835,-618
11405,13.79,-3.13,3.74,-115.8,67.2,-6.7,-631,842,-601
11406,13.71,-2.93,2.02,-158.7,42.2,6.5,-647,830,-588
11407,13.83,-3.17,1.35,-168.4,37.7,9.3,-690,815,-588
11408,12.61,-2.82,1.74,-171.4,38.1,8.0,-715,805,-593
11409,11.01,-2.75,2.54,-167.9,46.4,6.9,-742,777,-560
11410,9.94,-2.93,3.04,-160.9,59.7,-12.6,-776,765,-591
11411,9.22,-3.08,3.38,-159.5,71.3,-30.0,-788,765,-578
11412,8.59,-2.92,3.44,-157.9,76.5,-36.6,-803,757,-571
11413,7.82,-2.81,3.06,-155.7,70.7,-32.4,-808,755,-573
11414,7.12,-2.53,2.33,-150.6,61.1,-21.0,-833,747,-573
11415,6.47,-1.93,1.48,-139.7,50.2,-14.2,-853,722,-573
11416,6.01,-1.28,0.71,-124.5,43.8,-7.5,-861,725,-578
11417,6.24,-0.81,0.66,-107.6,28.2,-12.7,-890,697,-571
11418,6.88,-0.07,0.67,-102.7,15.9,-20.9,-895,677,-593
11419,6.81,-0.05,1.05,-109.4,8.0,-26.3,-887,672,-598
11420,6.86,-0.17,0.73,-115.6,-1.9,-22.4,-900,655,-608
11421,7.42,-0.37,0.76,-114.7,-11.5,-11.7,-907,628,-633
11422,8.68,-0.44,0.77,-101.1,-16.0,-3.9,-917,606,-633
11423,9.15,-1.08,0.53,-76.8,-9.9,-6.5,-922,578,-655
11424,9.71,-1.38,0.54,-45.5,-4.9,-10.8,-920,568,-657
11425,10.65,-1.26,0.30,-11.7,-1.4,-17.8,-927,561,-665
11426,11.78,-1.20,0.00,23.0,4.0,-28.3,-912,568,-677
11427,12.75,-1.06,-0.58,59.5,7.0,-32.6,-885,573,-692
11428,13.62,-1.06,-0.49,89.6,0.7,-26.2,-877,586,-692
11429,14.18,-1.62,1.80,97.7,-22.6,-14.6,-853,601,-682
11430,13.92,-2.31,3.87,108.8,-43.0,2.3,-831,631,-682
11431,13.27,-3.05,4.22,118.7,-49.6,2.2,-821,628,-692
11432,13.15,-3.21,4.21,121.0,-44.0,-1.2,-786,642,-695
11433,13.00,-3.12,3.71,111.2,-33.3,2.6,-788,642,-705
11434,12.88,-2.58,2.59,96.9,-22.1,15.0,-768,652,-697
11435,12.28,-1.72,1.10,95.0,-18.4,29.1,-773,667,-710
11436,11.67,-1.17,-0.07,106.4,-23.0,41.3,-766,675,-690
11437,11.27,-1.10,-0.17,116.4,-29.9,52.6,-768,692,-682
11438,11.01,-1.21,-0.37,118.7,-37.1,48.6,-778,685,-692
11439,10.09,-1.55,-1.32,106.0,-25.2,23.5,-771,692,-695
11440,8.48,-1.84,-1.01,93.3,-17.7,2.2,-763,715,-677
11441,7.11,-2.41,-0.45,82.1,-15.0,5.7,-732,722,-675
11442,6.05,-2.62,0.16,70.1,-12.0,30.0,-735,725,-695
11443,5.03,-2.66,0.30,57.0,-3.7,55.1,-745,740,-685
11444,4.57,-2.36,0.48,47.2,7.4,65.3,-758,740,-665
11445,4.60,-2.40,0.75,40.2,14.5,60.9,-781,742,-657
11446,4.52,-2.71,0.83,31.2,17.4,53.8,-798,750,-650
11447,4.92,-2.86,1.05,19.0,12.4,44.7,-776,765,-623
11448,5.16,-3.12,0.80,5.3,-1.5,24.0,-798,765,-633
11449,6.13,-3.77,0.28,-6.9,-16.2,2.4,-801,765,-633
11450,6.84,-4.88,-0.65,-18.0,-16.9,-1.2,-808,747,-633
11451,8.46,-5.61,-1.27,-18.6,-13.9,3.2,-798,740,-660
11452,9.21,-6.37,-1.34,-6.7,0.4,8.3,-808,745,-660
11453,9.36,-6.88,-0.84,6.1,18.5,10.7,-803,730,-657
11454,10.08,-7.02,-0.60,10.8,34.2,5.9,-788,762,-650
11455,11.49,-6.47,-1.44,5.4,31.2,6.3,-808,775,-641
11456,11.67,-7.20,-2.48,0.1,46.6,14.4,-803,770,-636
11457,13.09,-6.75,0.86,20.4,59.1,5.7,-808,800,-631
11458,11.29,-5.21,5.39,4.2,92.9,5.2,-803,825,-603
11459,10.89,-4.45,7.87,-42.6,117.2,-9.6,-808,850,-568
11460,8.83,-3.81,7.96,-105.9,81.6,-12.8,-813,867,-550
11461,11.14,-4.01,5.66,-155.5,64.0,-43.9,-823,870,-547
11462,12.93,-4.22,3.99,-154.3,60.8,-84.6,-838,857,-560
11463,12.21,-2.79,2.99,-134.5,55.0,-94.6,-848,862,-562
11464,11.06,-2.60,3.70,-123.0,48.7,-74.4,-831,862,-578
11465,9.31,-2.18,3.44,-112.5,46.6,-39.6,-843,837,-583
11466,8.89,-2.45,2.62,-89.5,45.8,5.2,-875,860,-562
11467,8.96,-2.56,1.81,-71.8,38.3,-13.3,-907,830,-568
11468,8.21,-2.47,1.27,-67.3,33.3,-40.7,-900,825,-576
11469,7.03,-2.19,1.10,-69.3,28.3,-64.3,-897,830,-573
11470,5.71,-1.57,1.13,-70.0,23.3,-82.2,-887,832,-573
11471,5.35,-1.21,1.88,-71.8,10.3,-83.7,-865,835,-596
11472,4.76,-1.61,2.15,-84.9,-1.1,-63.3,-858,825,-628
11473,4.68,-1.59,2.19,-94.8,-11.4,-43.6,-858,815,-631
11474,4.99,-1.60,1.93,-95.9,-14.8,-34.5,-858,802,-660
11475,5.87,-1.98,1.96,-94.5,-15.8,-36.4,-875,782,-655
11476,6.95,-2.14,1.83,-93.3,-16.7,-42.1,-867,757,-690
11477,8.10,-2.05,1.63,-88.2,-15.8,-46.6,-867,740,-692
11478,9.07,-1.67,1.14,-75.3,-11.9,-48.3,-853,722,-733
11479,10.49,-1.20,0.57,-52.6,-4.2,-41.9,-858,700,-741
11480,12.29,-1.07,0.14,-14.8,6.1,-26.3,-846,710,-751
11481,12.70,-1.45,-0.64,34.0,19.2,-21.8,-841,725,-748
11482,12.62,-1.68,0.04,75.2,19.2,-18.6,-818,735,-748
11483,13.21,-1.72,2.93,91.9,4.9,3.1,-816,772,-748
11484,13.26,-2.10,5.18,96.0,-12.4,32.9,-803,792,-736
11485,13.36,-2.28,4.79,110.2,-25.9,48.6,-808,800,-727
11486,13.57,-2.34,4.12,129.7,-29.8,44.0,-798,802,-727
11487,13.16,-2.21,4.12,136.4,-22.4,31.2,-786,817,-722
11488,12.76,-1.45,3.72,133.9,-17.1,25.3,-776,832,-702
11489,12.63,-0.51,2.84,132.0,-17.7,28.4,-758,860,-695
11490,12.41,-0.31,1.86,135.8,-19.3,31.1,-756,865,-692
11491,11.71,-0.33,1.58,142.5,-18.7,34.5,-745,887,-685
11492,10.91,-0.62,1.24,144.8,-14.2,39.2,-715,910,-695
11493,10.62,-0.95,0.54,136.0,-7.1,35.9,-702,922,-677
11494,9.80,-1.28,0.52,124.6,-2.2,34.3,-692,927,-650
11495,8.26,-2.02,0.52,110.7,1.4,42.5,-672,950,-650
11496,6.88,-2.34,0.89,97.2,1.8,55.1,-675,978,-641
11497,5.81,-2.53,1.10,82.0,2.9,65.2,-667,981,-626
11498,5.03,-2.62,1.35,68.5,1.3,65.4,-687,996,-618
11499,4.52,-2.72,1.43,56.9,0.8,56.0,-685,983,-598
11500,4.37,-2.83,1.60,46.1,-1.6,41.8,-685,1013,-596
11501,4.67,-3.00,1.69,33.6,-7.6,26.9,-692,1011,-593
11502,5.60,-3.30,1.63,18.5,-14.8,15.0,-702,1003,-588
11503,6.64,-3.84,1.30,2.2,-20.3,6.8,-680,993,-596
11504,7.28,-4.32,0.59,-12.1,-22.0,3.6,-692,993,-608
11505,7.70,-4.86,-0.42,-21.3,-16.5,2.4,-705,1001,-616
11506,8.38,-5.33,-0.79,-20.8,-7.7,1.7,-712,988,-626
11507,9.10,-5.25,0.12,-12.7,3.4,0.4,-715,991,-623
11508,9.52,-5.22,0.86,-7.6,22.4,-5.1,-715,991,-618
11509,10.03,-5.50,0.86,-5.5,38.9,-7.5,-720,1008,-616
11510,10.62,-5.69,0.13,-6.0,41.2,-0.7,-722,1006,-606
11511,11.26,-6.11,-0.47,-3.9,30.7,9.4,-715,1026,-588
11512,11.56,-5.83,0.07,4.8,17.8,23.8,-722,1031,-568
11513,11.40,-4.22,3.42,6.3,25.7,33.1,-735,1048,-552
11514,11.17,-2.77,6.43,-27.2,67.3,15.5,-730,1061,-542
11515,9.21,-3.62,7.18,-105.9,88.4,-40.4,-786,1083,-473
11516,11.53,-3.23,5.54,-123.9,79.0,-63.7,-781,1076,-473
11517,12.87,-2.96,4.39,-104.1,69.6,-80.3,-808,1081,-466
11518,11.82,-1.85,4.52,-87.0,59.3,-72.2,-806,1103,-451
11519,9.65,-1.50,4.75,-70.2,51.7,-55.9,-823,1096,-441
11520,8.27,-1.14,4.41,-49.0,46.6,-50.1,-818,1113,-453
11521,7.92,-1.19,4.21,-31.6,43.0,-57.1,-821,1101,-441
11522,8.08,-1.22,3.83,-25.4,40.9,-64.3,-796,1108,-443
11523,8.06,-1.07,3.35,-26.1,40.8,-62.3,-793,1118,-433
11524,7.52,-0.88,3.02,-28.9,43.0,-58.2,-788,1131,-421
11525,6.96,-0.85,2.49,-32.0,42.6,-59.0,-776,1131,-438
11526,6.54,-1.08,2.38,-40.5,30.0,-61.5,-768,1143,-423
11527,6.14,-1.23,2.59,-53.8,10.8,-58.4,-771,1151,-426
11528,6.11,-1.19,2.93,-66.7,-9.8,-48.1,-766,1141,-433
11529,6.49,-1.24,3.26,-74.7,-24.9,-36.5,-783,1121,-466
11530,7.11,-1.49,3.41,-78.2,-34.4,-33.6,-791,1101,-466
11531,7.93,-1.62,3.12,-77.0,-39.6,-36.9,-803,1086,-500
11532,8.70,-1.54,2.45,-68.3,-41.0,-35.6,-796,1071,-510
11533,9.31,-1.28,1.82,-48.9,-38.7,-23.3,-831,1038,-532
11534,9.87,-1.20,1.56,-20.0,-32.6,-8.7,-823,1016,-568
11535,10.39,-1.20,1.59,10.9,-22.6,-1.2,-836,1013,-583
11536,10.86,-1.02,1.89,42.2,-16.4,1.6,-816,1028,-583
11537,11.45,-0.75,1.76,70.5,-19.5,4.8,-808,1028,-576
11538,12.19,-0.52,1.49,93.0,-29.0,12.0,-793,1028,-611
11539,12.74,-0.23,3.19,101.3,-42.2,23.6,-766,1038,-583
11540,12.86,-0.83,6.47,101.8,-55.7,37.2,-763,1046,-596
11541,12.57,-1.34,7.80,102.0,-67.8,42.3,-750,1048,-611
11542,12.22,-2.28,6.94,104.8,-70.9,35.6,-735,1028,-626
11543,12.15,-2.65,4.95,109.3,-63.4,32.7,-725,1021,-636
11544,12.26,-1.94,3.82,112.7,-52.3,43.2,-710,1016,-650
11545,12.53,-0.45,3.40,116.6,-40.0,57.9,-700,1041,-655
11546,12.27,-0.08,2.23,130.2,-28.6,57.7,-700,1026,-650
11547,11.91,-0.01,1.57,144.4,-15.4,46.4,-685,1036,-650
11548,11.25,-0.11,1.27,151.3,-3.7,31.1,-670,1056,-636
11549,10.15,-1.01,0.89,153.4,5.4,27.3,-623,1063,-643
11550,8.90,-1.47,0.75,146.2,9.3,37.2,-608,1098,-613
11551,7.45,-2.05,0.70,133.1,6.5,56.1,-583,1108,-601
11552,6.39,-2.40,0.91,118.0,3.9,70.1,-563,1118,-593
11553,5.22,-2.61,1.15,103.2,2.2,68.5,-556,1136,-593
11554,4.51,-2.72,1.41,88.8,1.7,59.5,-546,1131,-573
11555,4.17,-2.83,1.65,74.5,2.4,50.9,-561,1151,-560
11556,4.18,-2.99,1.98,59.2,0.5,41.8,-561,1153,-560
11557,4.68,-3.16,2.24,42.2,-5.9,28.4,-546,1158,-555
11558,5.35,-3.77,2.18,20.5,-14.5,9.6,-546,1151,-571
11559,6.25,-4.37,2.02,-6.3,-27.5,-8.9,-541,1156,-562
11560,7.46,-5.25,1.71,-34.0,-39.7,-24.4,-537,1136,-583
11561,8.56,-6.05,1.48,-57.5,-41.5,-36.2,-537,1133,-596
11562,9.35,-6.37,2.28,-70.9,-30.4,-37.5,-548,1103,-628
11563,9.88,-6.49,2.11,-75.8,-1.5,-21.9,-553,1103,-626
11564,11.10,-6.55,-0.74,-41.4,42.9,24.4,-583,1093,-621
11565,11.41,-5.87,-1.57,-20.4,27.9,44.7,-613,1106,-611
11566,11.56,-4.21,1.51,-8.2,10.8,56.6,-650,1113,-588
11567,11.49,-2.34,5.60,-42.4,43.9,34.9,-662,1113,-581
11568,10.25,-2.42,7.87,-95.7,88.4,-1.4,-687,1123,-555
11569,9.24,-2.73,7.25,-137.9,108.2,-28.9,-720,1128,-520
11570,10.32,-2.60,5.85,-156.0,110.4,-46.3,-750,1133,-505
11571,13.76,-2.42,4.63,-138.6,109.6,-69.1,-783,1146,-478
11572,13.58,-1.93,4.83,-107.1,91.4,-76.7,-791,1146,-461
11573,11.45,-1.58,5.32,-89.9,66.0,-66.4,-808,1158,-443
11574,9.79,-1.45,5.30,-78.5,44.1,-58.4,-808,1148,-443
11575,9.26,-1.56,4.81,-70.2,26.7,-60.8,-818,1148,-423
11576,9.06,-1.57,3.87,-66.0,12.7,-57.8,-813,1151,-456
11577,8.64,-1.30,3.03,-65.4,1.0,-48.1,-821,1143,-466
11578,8.03,-1.06,2.39,-66.4,-5.4,-39.3,-828,1123,-468
11579,7.12,-0.97,2.04,-68.9,-9.1,-41.6,-843,1108,-483
11580,6.36,-1.24,1.97,-74.2,-13.4,-49.8,-831,1108,-492
11581,5.73,-1.41,2.26,-80.6,-19.1,-54.7,-846,1081,-527
11582,5.48,-1.48,2.60,-87.6,-21.6,-51.9,-870,1053,-555
11583,5.50,-1.47,2.66,-90.5,-19.9,-47.8,-870,1038,-568
11584,5.84,-1.49,2.45,-88.5,-14.8,-48.9,-872,1008,-586
11585,6.72,-1.46,2.29,-85.0,-12.6,-51.4,-877,996,-606
11586,7.71,-1.48,2.00,-78.7,-10.7,-46.4,-887,991,-638
11587,8.51,-1.41,1.41,-66.7,-6.1,-40.3,-872,968,-636
11588,9.50,-1.48,0.94,-47.2,2.2,-36.0,-885,952,-662
11589,10.52,-1.26,1.06,-20.3,6.3,-29.8,-865,947,-660
11590,11.63,-1.12,1.17,12.9,1.2,-18.3,-858,960,-672
11591,12.23,-1.06,1.10,45.3,-8.9,-4.5,-865,963,-680
11592,12.66,-0.92,1.45,72.3,-18.9,7.3,-843,963,-675
11593,13.09,-0.76,3.44,88.1,-33.5,16.3,-831,973,-672
11594,13.03,-0.70,5.30,99.0,-49.8,23.8,-816,976,-680
11595,12.57,-1.49,5.57,109.3,-53.7,17.6,-796,983,-707
11596,12.89,-2.15,5.70,114.6,-44.1,2.9,-788,983,-700
11597,13.41,-2.16,5.39,109.9,-32.5,3.2,-750,986,-702
11598,13.70,-1.24,4.36,104.1,-26.1,19.7,-717,991,-705
11599,13.46,0.10,2.79,106.4,-28.5,34.9,-715,991,-710
11600,12.65,0.89,1.20,120.5,-34.5,43.1,-715,1013,-715
11601,11.76,1.03,1.25,136.2,-38.8,51.8,-692,1023,-717
11602,11.06,0.69,0.77,144.8,-35.2,57.5,-670,1026,-717
11603,10.20,0.38,0.72,148.7,-25.9,54.6,-675,1021,-717
11604,8.80,-0.18,0.61,148.1,-13.1,50.6,-662,1026,-702
11605,7.23,-0.67,0.68,145.8,-1.7,48.0,-631,1041,-692
11606,5.73,-1.06,0.83,143.7,7.0,48.6,-613,1056,-675
11607,4.74,-1.42,1.14,137.7,10.8,54.1,-588,1083,-685
11608,4.39,-1.70,1.33,126.2,11.5,62.5,-593,1098,-665
11609,4.38,-1.77,1.49,114.1,12.5,68.2,-583,1111,-646
11610,4.71,-1.77,1.44,105.3,9.6,62.4,-581,1113,-636
11611,5.16,-1.94,1.02,98.7,3.3,46.1,-578,1133,-608
11612,5.88,-2.66,1.19,89.5,-5.2,27.9,-551,1141,-611
11613,7.52,-4.41,1.65,60.5,-25.9,0.6,-522,1136,-621
11614,8.33,-5.09,1.72,47.4,-21.6,-1.6,-497,1153,-633
11615,9.11,-5.49,2.09,35.4,-9.6,5.3,-497,1143,-636
11616,9.44,-5.84,2.40,23.5,6.7,13.2,-482,1131,-650
11617,9.75,-6.16,2.24,15.6,26.4,14.6,-492,1133,-643
11618,10.07,-6.47,1.47,17.5,38.7,15.6,-485,1143,-608
11619,10.52,-6.98,0.59,25.4,37.2,21.7,-477,1166,-596
11620,11.85,-6.41,1.82,37.4,35.7,32.0,-475,1191,-581
11621,11.69,-5.37,4.78,35.1,41.4,28.7,-480,1208,-562
11622,11.10,-3.89,6.77,-9.1,60.0,7.4,-485,1208,-545
11623,10.77,-3.94,7.95,-71.7,64.7,-20.9,-505,1221,-525
11624,10.09,-4.07,7.74,-137.7,39.8,-44.5,-527,1226,-505
11625,11.91,-3.76,5.15,-179.6,27.7,-67.5,-546,1218,-492
11626,13.08,-3.20,4.15,-178.4,21.2,-80.6,-593,1211,-497
11627,12.10,-2.11,3.88,-174.5,17.7,-71.7,-611,1201,-520
11628,10.14,-1.51,4.60,-170.6,11.5,-59.6,-636,1176,-507
11629,8.44,-1.10,4.89,-156.7,8.7,-61.0,-695,1173,-537
11630,7.82,-1.44,4.72,-140.1,9.3,-75.7,-705,1156,-545
11631,7.65,-1.68,4.32,-130.4,9.7,-89.1,-702,1136,-557
11632,7.69,-1.48,3.99,-127.9,9.8,-93.1,-722,1123,-586
11633,7.42,-1.09,3.31,-131.4,14.7,-87.0,-720,1121,-601
11634,7.16,-0.68,2.92,-135.8,26.6,-68.9,-740,1101,-606
11635,6.58,-0.68,2.15,-133.3,42.0,-53.2,-750,1081,-613
11636,5.81,-0.66,1.40,-122.0,46.5,-52.1,-758,1086,-606
11637,5.47,-0.42,1.28,-112.4,34.3,-56.0,-768,1068,-613
11638,5.77,-0.08,1.27,-110.5,13.3,-50.1,-776,1061,-616
11639,6.57,-0.02,1.59,-110.4,-2.5,-34.0,-803,1056,-616
11640,7.75,-0.18,1.77,-103.1,-7.4,-27.2,-813,1033,-633
11641,8.63,-0.37,1.60,-87.4,-3.3,-31.2,-846,1016,-655
11642,9.29,-0.65,1.48,-68.1,-0.4,-37.8,-843,986,-667
11643,9.92,-0.78,1.72,-48.4,-1.6,-36.1,-838,968,-675
11644,10.53,-0.73,1.83,-27.3,-3.0,-24.2,-831,976,-692
11645,11.40,-0.48,1.54,0.6,-1.5,-12.5,-818,971,-695
11646,12.30,-0.00,1.16,33.3,-2.2,-6.2,-811,981,-690
11647,12.90,0.17,0.82,62.8,-9.8,-6.2,-818,986,-702
11648,13.52,0.15,1.68,77.7,-21.8,-2.5,-788,998,-690
11649,13.47,-0.59,4.43,81.9,-33.1,5.3,-781,1008,-695
11650,12.91,-1.57,5.48,92.2,-38.7,6.9,-758,993,-707
11651,12.28,-2.11,5.14,109.7,-37.9,1.1,-725,1011,-717
11652,11.76,-2.16,4.58,117.8,-31.9,3.9,-712,1008,-715
11653,11.62,-1.79,4.11,113.0,-29.7,19.9,-685,1013,-733
11654,11.49,-1.25,3.64,100.9,-29.3,45.0,-667,1018,-725
11655,11.33,-0.81,3.15,97.8,-29.9,63.8,-675,1016,-731
11656,11.18,-0.80,2.00,107.1,-22.5,65.6,-667,1021,-725
11657,11.79,-0.76,0.77,118.2,-3.1,55.5,-670,1033,-710
11658,11.49,-0.32,0.67,126.6,11.0,45.3,-667,1038,-710
11659,10.35,-0.64,0.45,126.1,15.6,43.3,-652,1066,-702
11660,8.92,-1.15,0.73,115.6,15.9,46.8,-633,1078,-677
11661,7.57,-1.66,1.19,100.5,11.6,52.7,-616,1078,-650
11662,5.46,-2.28,1.75,64.3,2.5,53.4,-606,1118,-641
11663,5.06,-2.38,1.87,48.1,3.7,45.5,-626,1126,-626
11664,4.81,-2.45,2.05,31.3,6.0,35.6,-611,1121,-636
11665,4.65,-2.41,1.94,14.3,7.8,26.4,-631,1128,-616
11666,4.91,-2.58,1.85,-2.7,6.0,16.4,-626,1131,-618
11667,5.56,-2.83,1.77,-21.2,-0.7,5.3,-638,1113,-626
11668,6.40,-3.37,1.42,-38.7,-6.6,-6.3,-647,1133,-621
11669,7.54,-4.07,0.78,-51.7,-6.3,-17.0,-670,1116,-613
11670,8.85,-4.61,0.30,-54.0,2.1,-22.9,-672,1106,-633
11671,9.79,-4.84,0.65,-44.0,14.1,-17.4,-672,1098,-626
11672,10.16,-5.02,1.10,-30.2,29.5,-3.8,-680,1111,-631
11673,10.59,-5.38,1.29,-15.9,42.9,9.8,-685,1116,-618
11674,10.92,-5.74,1.13,3.4,45.1,18.0,-705,1116,-618
11675,11.62,-5.31,0.86,20.0,39.5,27.0,-692,1131,-581
11676,12.73,-4.36,1.98,32.8,44.4,35.9,-705,1161,-557
11677,12.00,-2.61,5.56,21.2,62.0,31.2,-705,1166,-537
11678,10.44,-2.56,6.86,-22.5,72.1,23.2,-705,1181,-507
11679,10.64,-3.05,7.81,-67.9,57.2,-6.0,-720,1196,-466
11680,10.91,-3.19,6.97,-114.5,27.0,-42.1,-752,1191,-473
11681,13.42,-2.66,5.56,-139.6,18.9,-80.8,-778,1171,-483
11682,13.07,-2.66,5.32,-135.6,8.1,-93.0,-798,1153,-505
11683,11.20,-2.02,5.30,-134.4,-5.1,-76.7,-798,1133,-520
11684,9.61,-1.73,5.27,-128.5,-16.9,-58.5,-821,1113,-537
11685,8.75,-1.71,4.90,-118.4,-18.6,-51.9,-826,1098,-568
11686,8.44,-1.58,4.33,-107.3,-8.9,-52.0,-838,1081,-591
11687,8.04,-1.67,3.39,-97.4,6.6,-52.8,-858,1043,-603
11688,7.42,-1.57,2.43,-87.6,22.0,-46.6,-875,1048,-606
11689,6.72,-1.32,1.80,-77.1,33.0,-38.2,-870,1028,-603
11690,6.04,-0.92,1.44,-67.1,36.2,-35.0,-880,1021,-613
11691,5.45,-0.66,1.01,-64.0,31.8,-38.5,-872,1026,-618
11692,5.11,-0.47,1.03,-67.4,20.0,-40.7,-877,1021,-626
11693,4.98,-0.44,1.19,-72.7,5.8,-36.0,-880,1011,-628
11694,5.48,-0.70,1.68,-77.0,-4.4,-27.0,-895,988,-638
11695,6.32,-1.01,2.16,-76.9,-6.1,-23.2,-905,971,-655
11696,7.58,-1.45,2.39,-71.9,-3.4,-27.5,-910,955,-667
11697,8.98,-1.83,2.27,-63.3,-3.1,-34.5,-915,937,-687
11698,10.07,-1.93,2.01,-50.2,-1.3,-33.9,-917,940,-690
11699,10.80,-1.92,1.75,-30.4,2.9,-25.8,-905,922,-695
11700,11.24,-1.71,1.51,-2.7,9.1,-14.4,-897,927,-687
11701,11.93,-1.03,1.35,27.8,8.2,-5.9,-900,927,-710
