SampleID,AccX_ms2,AccY_ms2,AccZ_ms2,GyroX_dps,GyroY_dps,GyroZ_dps,MagX,MagY,MagZ
0,8.59,0.67,2.27,-17.9,-15.9,12.3,-457,1026,-793
1,9.64,0.69,1.79,-8.1,1.0,-0.6,-470,1006,-803
2,10.12,0.85,1.75,-0.9,23.3,-11.3,-472,1011,-801
3,10.84,1.39,2.70,6.0,37.3,-15.7,-465,1026,-786
4,11.56,1.81,3.59,16.2,39.5,-18.1,-450,1041,-771
5,11.59,1.92,3.49,25.1,40.4,-19.8,-426,1053,-758
6,11.50,1.96,2.94,32.1,46.9,-21.3,-428,1073,-753
7,11.64,2.24,2.80,41.7,53.4,-22.5,-398,1091,-731
8,11.51,2.54,3.15,57.1,52.4,-21.9,-378,1113,-702
9,11.30,2.43,3.07,76.2,46.1,-22.0,-346,1136,-682
10,11.14,2.00,2.35,93.0,37.3,-24.4,-320,1146,-677
11,11.18,1.54,1.77,103.8,32.6,-30.7,-292,1171,-655
12,11.44,1.23,1.72,107.4,29.8,-36.4,-247,1168,-657
13,11.89,1.26,2.23,105.3,28.9,-29.7,-211,1171,-643
14,12.08,1.36,2.53,98.3,24.1,-18.0,-156,1186,-631
15,11.72,1.43,2.53,90.2,20.6,-7.9,-133,1183,-618
16,11.08,1.35,2.69,83.0,21.3,-1.4,-102,1191,-611
17,10.40,0.80,2.46,78.5,28.5,1.0,-82,1191,-598
18,8.89,0.02,1.99,74.8,36.1,2.7,-60,1191,-608
19,8.63,-1.10,0.28,83.1,56.3,10.8,-20,1206,-583
20,8.19,-1.65,0.46,108.4,62.9,20.7,0,1216,-542
21,7.22,-1.78,1.26,135.4,61.3,25.9,22,1226,-542
22,6.65,-1.99,1.79,145.4,62.2,28.8,57,1226,-525
23,6.39,-2.00,2.40,137.2,62.4,32.1,87,1228,-512
24,6.26,-1.87,2.59,116.2,57.8,29.9,105,1208,-502
25,6.29,-1.68,2.87,87.8,44.5,22.5,133,1226,-471
26,6.44,-1.79,3.24,55.5,23.8,18.5,163,1211,-473
27,6.47,-2.11,3.56,20.1,3.6,14.5,171,1233,-473
28,6.97,-2.04,4.14,-12.0,-11.0,6.3,148,1213,-476
29,7.49,-1.88,4.41,-38.5,-14.3,-12.5,161,1236,-471
30,8.41,-1.80,4.23,-58.6,-4.2,-35.7,146,1226,-461
31,9.59,-2.06,3.93,-72.5,19.0,-46.2,138,1236,-466
32,11.28,-2.62,4.46,-72.7,53.8,-32.5,138,1253,-433
33,11.33,-2.83,5.13,-55.5,70.4,-13.6,113,1276,-418
34,10.52,-2.52,5.18,-34.2,61.6,-10.0,102,1297,-390
35,11.02,-1.26,6.19,-23.8,52.0,-7.8,80,1302,-370
36,11.66,0.59,7.19,-41.7,50.4,-9.6,82,1327,-332
37,11.57,0.98,7.28,-70.4,42.3,-24.7,70,1357,-318
38,11.63,1.02,7.24,-91.6,31.2,-42.0,47,1360,-301
39,12.02,1.21,7.36,-112.0,-47.4,-47.4,-12,1382,-278
40,11.58,1.34,6.83,-123.6,-75.5,-32.3,-35,1400,-291
41,11.03,1.58,6.72,-133.0,-93.1,-17.5,-82,1355,-332
42,10.29,1.65,6.34,-134.7,-92.1,-8.2,-126,1367,-370
43,9.62,1.50,5.73,-130.7,-73.8,-7.1,-173,1347,-400
44,8.82,1.07,5.09,-126.0,-47.4,-14.4,-206,1340,-421
45,7.83,0.75,4.70,-122.3,-28.4,-23.8,-257,1335,-458
46,6.81,0.38,4.24,-120.9,-21.2,-25.2,-302,1310,-471
47,5.93,0.21,3.93,-122.4,-21.9,-18.4,-331,1305,-471
48,5.48,0.17,3.67,-123.1,-26.2,-6.3,-378,1302,-487
49,5.52,0.32,3.42,-120.3,-30.1,0.5,-418,1285,-512
50,5.86,0.59,3.35,-112.5,-32.8,-0.9,-452,1268,-520
51,6.27,0.88,3.29,-102.5,-36.0,-6.8,-482,1253,-532
52,6.66,1.14,3.20,-94.3,-35.6,-9.3,-515,1226,-547
53,7.17,1.31,3.14,-86.6,-29.3,-10.3,-541,1211,-573
54,7.49,1.50,3.00,-77.1,-16.5,-10.4,-578,1206,-591
55,7.82,1.62,2.96,-63.5,2.2,-12.2,-586,1188,-616
56,8.06,1.91,3.33,-42.7,21.3,-16.5,-598,1181,-603
57,8.54,2.43,3.90,-13.9,29.9,-20.7,-601,1198,-593
58,8.93,2.67,4.09,16.9,26.5,-21.2,-591,1198,-583
59,9.23,2.69,3.96,40.9,23.7,-17.8,-576,1203,-576
60,9.55,2.72,3.65,57.5,27.9,-15.4,-553,1231,-565
61,10.05,2.96,3.47,70.8,32.2,-13.4,-525,1231,-562
62,11.17,3.47,4.09,88.9,21.4,-8.7,-490,1246,-547
63,11.64,3.43,4.83,110.2,2.0,-6.3,-457,1276,-530
64,11.54,2.94,5.00,126.3,-1.6,-6.9,-426,1273,-542
65,11.64,2.48,4.76,136.1,10.9,-11.1,-381,1292,-530
66,12.05,2.11,4.38,140.7,22.1,-18.1,-312,1295,-525
67,12.10,1.81,4.19,139.0,26.6,-18.8,-270,1287,-520
68,12.21,1.74,4.59,133.1,19.8,-6.8,-198,1297,-495
69,11.85,1.53,4.49,123.9,6.1,11.5,-161,1295,-490
70,11.37,1.24,4.22,116.6,-1.5,31.0,-131,1295,-505
71,10.06,0.86,3.73,113.6,-4.3,47.6,-108,1285,-507
72,8.74,0.29,3.04,113.6,1.3,62.0,-82,1292,-517
73,8.64,-0.46,2.45,120.6,24.9,74.8,-70,1285,-517
74,7.44,-0.46,2.76,135.6,32.5,73.1,-55,1278,-502
75,5.83,-0.55,2.67,147.6,24.5,55.6,-30,1281,-507
76,5.61,-0.78,2.78,144.5,22.8,42.9,-7,1268,-515
77,5.71,-0.87,3.19,126.6,20.7,39.9,25,1263,-512
78,6.07,-1.04,3.44,102.1,21.4,36.8,40,1263,-505
79,5.99,-0.90,3.59,79.2,18.5,30.3,65,1261,-492
80,5.81,-1.23,3.70,59.6,9.5,17.7,82,1238,-510
81,6.12,-1.59,4.05,37.7,-2.7,1.7,87,1241,-507
82,6.51,-1.77,4.30,11.6,-11.8,-11.0,123,1233,-512
83,6.85,-1.81,4.33,-17.1,-11.3,-21.5,113,1231,-512
84,7.59,-1.54,4.50,-38.5,-4.8,-32.5,116,1238,-500
85,9.01,-1.65,4.54,-45.6,5.4,-39.9,113,1236,-497
86,10.18,-2.05,4.47,-40.9,16.4,-39.2,118,1238,-510
87,11.00,-2.54,4.45,-27.0,32.7,-29.3,111,1261,-500
88,11.64,-0.91,5.38,-3.7,28.9,-41.1,126,1276,-436
89,11.35,0.00,5.36,-14.5,19.5,-44.7,141,1285,-418
90,13.94,0.48,4.21,-30.3,34.5,-24.9,143,1285,-408
91,16.29,0.46,1.84,-15.8,34.1,-21.6,153,1290,-395
92,13.29,1.28,7.14,1.3,-24.2,-51.8,148,1305,-382
93,12.95,0.97,7.53,-29.3,-52.9,-54.6,168,1281,-387
94,13.59,1.63,4.99,-81.3,-71.6,-45.6,166,1285,-395
95,13.40,1.59,4.98,-134.1,-88.7,-35.8,146,1271,-436
96,11.85,1.59,5.67,-179.6,-92.6,-22.3,111,1276,-451
97,10.43,1.24,5.78,-216.6,-86.0,-12.9,40,1285,-481
98,9.20,0.65,5.43,-239.5,-78.2,-10.2,-20,1271,-522
99,8.01,0.27,4.93,-249.0,-74.4,-10.8,-105,1276,-532
100,6.89,0.17,4.18,-248.4,-80.8,-12.4,-176,1253,-576
101,6.24,0.12,3.59,-243.3,-90.0,-7.1,-257,1228,-611
102,5.67,0.08,2.84,-235.0,-93.1,1.5,-326,1201,-650
103,5.53,0.17,2.60,-221.7,-92.3,11.2,-398,1178,-667
104,5.60,0.20,2.64,-201.0,-84.8,19.2,-472,1118,-731
105,5.98,0.45,2.79,-172.4,-79.4,18.5,-520,1076,-778
106,6.57,0.82,3.12,-138.7,-74.9,11.0,-558,1038,-791
107,7.13,0.96,3.26,-106.7,-60.7,2.3,-598,986,-822
108,7.64,1.14,3.30,-80.5,-29.4,1.7,-631,963,-845
109,8.11,1.43,3.82,-55.2,8.5,3.3,-643,960,-842
110,8.46,1.75,4.07,-24.5,29.6,0.2,-657,947,-857
111,8.58,1.90,4.05,8.2,34.9,-3.7,-655,966,-842
112,9.18,2.37,4.22,37.8,27.0,-3.3,-641,963,-822
113,9.72,2.59,4.10,58.4,17.5,4.5,-608,988,-817
114,10.52,2.77,4.03,69.4,16.2,13.7,-616,1008,-812
115,11.20,3.00,3.68,75.8,23.1,15.9,-613,1018,-796
116,11.59,3.17,3.14,81.4,33.7,11.2,-603,1026,-781
117,12.27,3.60,3.36,90.0,37.0,10.0,-588,1056,-761
118,12.42,3.69,3.65,100.9,31.3,14.8,-571,1078,-758
119,12.14,3.30,3.39,110.6,31.5,15.3,-546,1088,-736
120,11.87,2.90,2.71,116.7,42.9,7.2,-522,1118,-712
121,11.60,2.41,1.92,120.9,54.4,-1.6,-485,1136,-697
122,11.41,2.15,1.65,123.8,58.0,-3.1,-445,1158,-675
123,11.47,2.12,1.90,127.3,49.5,3.6,-413,1188,-650
124,11.17,2.10,2.09,130.1,33.4,12.5,-373,1198,-638
125,11.03,2.14,2.09,132.7,18.0,21.9,-346,1226,-623
126,10.57,1.75,1.38,137.3,16.1,26.8,-317,1226,-618
127,9.99,0.82,0.39,145.1,36.6,27.7,-272,1243,-606
128,10.01,0.10,0.02,161.5,63.4,24.5,-230,1251,-586
129,8.85,-0.22,1.58,183.6,76.8,29.5,-186,1276,-555
130,6.96,-0.57,2.21,195.0,73.0,35.8,-136,1297,-517
131,5.93,-0.92,2.18,188.6,58.5,39.7,-87,1285,-510
132,5.42,-1.15,2.23,167.1,37.1,39.4,-55,1287,-500
133,5.54,-1.10,2.36,138.6,12.0,42.2,0,1278,-490
134,5.75,-1.35,2.66,107.6,-7.1,47.5,25,1276,-497
135,6.20,-1.17,3.32,81.3,-23.9,47.5,47,1268,-532
136,6.24,-1.28,3.62,62.6,-37.8,33.4,55,1253,-522
137,6.89,-1.73,4.30,25.2,-38.5,-11.2,77,1203,-555
138,7.39,-1.88,4.40,2.4,-26.7,-16.1,77,1201,-588
139,8.12,-1.97,4.57,-16.4,-18.3,-19.0,85,1196,-596
140,8.77,-1.96,4.64,-28.3,-12.4,-25.6,90,1191,-591
141,9.81,-1.93,4.85,-34.0,-12.7,-38.4,90,1183,-603
142,10.50,-1.88,4.70,-39.9,-11.5,-47.2,100,1183,-593
143,11.00,-1.37,4.41,-47.6,1.3,-43.7,105,1191,-598
144,11.73,-0.72,4.61,-46.1,15.8,-35.4,113,1186,-583
145,12.13,-0.60,4.78,-35.4,22.8,-36.4,118,1208,-542
146,12.86,-0.53,5.02,-23.4,21.7,-43.7,116,1211,-535
147,13.61,-0.50,5.13,-17.3,12.7,-49.8,111,1223,-532
148,14.60,-0.43,5.47,-23.7,-5.0,-47.7,133,1236,-527
149,15.11,-0.31,5.31,-45.5,-27.3,-32.4,141,1216,-512
150,14.81,0.09,4.71,-78.4,-36.5,-7.4,123,1221,-532
151,13.73,2.77,-5.80,-83.2,-35.4,1.4,97,1226,-555
152,13.80,3.99,0.62,-95.6,-77.6,-25.9,72,1211,-568
153,10.12,2.01,6.00,-112.4,-84.1,29.8,47,1188,-601
154,9.43,0.97,4.59,-140.8,-66.3,71.9,-7,1188,-611
155,9.22,0.55,3.36,-156.6,-53.1,67.4,-72,1206,-650
156,8.46,0.16,2.82,-161.1,-41.4,41.3,-138,1171,-667
157,7.59,0.10,2.41,-163.2,-28.2,19.0,-201,1173,-692
158,6.73,0.22,2.30,-167.9,-14.7,16.8,-255,1163,-700
159,6.07,0.29,2.36,-169.6,-3.8,27.6,-312,1161,-697
160,5.81,0.25,2.57,-160.7,1.1,37.1,-376,1166,-707
161,5.82,0.52,2.68,-140.5,-4.3,34.9,-442,1151,-715
162,6.03,0.72,2.72,-114.1,-16.2,25.8,-485,1133,-720
163,6.55,1.14,2.84,-89.8,-26.5,21.1,-510,1116,-720
164,7.15,1.46,2.71,-70.3,-30.7,23.4,-548,1093,-733
165,8.04,1.93,2.53,-52.9,-30.9,27.0,-561,1091,-753
166,8.86,2.20,2.29,-33.4,-29.8,31.8,-598,1056,-771
167,9.59,2.57,2.46,-11.2,-21.7,30.0,-621,1051,-761
168,10.12,2.80,2.78,15.8,-14.0,17.6,-623,1033,-768
169,10.63,2.91,3.00,42.6,-4.4,1.6,-623,1033,-766
170,11.06,2.91,2.61,64.2,11.9,-11.9,-613,1043,-766
171,11.30,2.84,2.03,80.2,32.3,-17.8,-581,1073,-766
172,11.50,3.00,1.95,97.4,44.7,-17.3,-551,1093,-746
173,11.97,3.28,2.83,119.6,41.9,-18.9,-522,1111,-736
174,11.89,3.14,3.45,141.8,31.7,-23.0,-462,1136,-712
175,11.61,2.59,3.18,153.1,28.9,-30.4,-411,1161,-690
176,11.47,2.13,2.39,151.2,30.6,-39.8,-366,1181,-680
177,11.54,1.76,2.00,141.3,27.0,-42.2,-302,1181,-675
178,11.54,1.60,2.07,127.2,17.9,-34.0,-255,1196,-667
179,11.82,1.61,2.59,111.7,5.8,-16.9,-198,1196,-655
180,11.64,1.66,2.83,99.6,-5.4,-0.5,-168,1191,-662
181,10.95,1.36,2.38,93.2,-7.7,3.3,-126,1188,-677
182,9.72,0.87,2.51,90.1,3.7,-1.2,-113,1178,-667
183,8.49,0.37,2.17,91.6,20.1,-5.5,-87,1168,-660
184,7.41,-0.40,1.77,104.2,36.8,1.3,-52,1171,-646
185,6.78,-1.03,1.82,124.8,45.7,12.6,-15,1173,-646
186,6.35,-1.93,1.95,159.1,43.2,16.5,42,1188,-623
187,6.75,-2.05,2.17,158.3,34.6,18.0,97,1183,-608
188,6.83,-1.99,2.44,146.2,17.4,14.8,121,1173,-613
189,6.87,-2.21,2.79,120.5,2.7,14.9,153,1148,-608
190,7.30,-2.62,2.82,83.3,-1.5,29.6,198,1141,-618
191,7.70,-2.96,2.72,46.5,-1.0,41.5,181,1131,-618
192,8.09,-2.91,3.01,20.7,1.3,34.0,176,1123,-646
193,8.35,-2.60,3.52,7.0,-0.8,15.3,171,1113,-643
194,8.96,-2.23,3.83,-0.6,-6.6,-2.5,168,1106,-660
195,9.71,-1.88,3.92,-9.6,-10.7,-10.8,161,1121,-643
196,10.42,-1.73,3.88,-22.4,-8.6,-9.5,181,1111,-643
197,10.86,-1.74,3.89,-36.7,-0.6,-9.9,168,1123,-646
198,11.39,-1.24,3.78,-48.2,10.7,-12.5,168,1121,-655
199,12.29,-0.53,4.13,-50.2,12.2,-15.1,168,1131,-633
200,12.99,-0.51,4.46,-47.3,10.0,-19.6,146,1136,-631
201,13.80,-0.62,4.96,-44.6,-0.2,-28.2,143,1151,-621
202,14.44,-0.80,5.32,-49.9,-11.5,-31.8,153,1151,-611
203,15.14,-0.64,5.47,-67.9,-21.9,-23.6,141,1143,-628
204,15.17,-0.34,4.90,-98.0,-25.0,-5.2,126,1156,-628
205,14.36,-0.17,3.54,-129.4,-20.0,20.9,95,1158,-641
206,13.22,0.39,1.85,-150.8,-10.5,37.8,57,1163,-633
207,11.81,1.28,1.88,-159.0,-26.0,36.6,0,1168,-650
208,10.50,1.36,3.88,-155.5,-44.8,39.3,-67,1181,-662
209,9.09,0.79,3.21,-152.6,-50.6,38.5,-118,1168,-675
210,8.55,0.41,2.92,-150.8,-45.8,37.5,-206,1168,-710
211,7.81,0.17,2.40,-148.0,-34.8,37.6,-270,1143,-705
212,7.04,-0.07,2.03,-146.7,-21.2,37.5,-310,1143,-722
213,6.62,0.01,2.26,-143.9,-6.6,39.3,-368,1128,-741
214,6.37,0.23,2.46,-136.3,4.0,37.9,-403,1128,-751
215,6.25,0.52,2.38,-124.6,12.8,33.8,-465,1133,-736
216,6.48,0.83,2.34,-109.7,13.8,27.2,-507,1128,-731
217,6.74,0.99,1.99,-94.0,5.7,22.9,-546,1101,-731
218,7.15,1.14,1.67,-78.7,-5.0,23.7,-573,1088,-743
219,7.37,1.26,1.59,-63.3,-8.8,27.0,-616,1086,-748
220,8.00,1.69,2.12,-43.7,-10.0,29.7,-641,1058,-746
221,8.89,2.13,2.52,-19.2,-14.4,25.4,-657,1066,-751
222,9.64,2.33,2.39,4.8,-14.9,12.0,-677,1063,-751
223,10.06,2.42,2.25,25.0,-3.3,-1.5,-675,1048,-766
224,10.59,2.50,2.25,42.3,9.5,-8.0,-662,1063,-758
225,10.85,2.46,2.12,57.8,16.6,-11.1,-647,1076,-746
226,11.25,2.36,1.85,72.4,20.1,-16.8,-623,1073,-746
227,11.42,2.33,1.64,86.5,21.8,-23.8,-596,1098,-712
228,12.03,2.76,2.49,102.3,18.0,-31.3,-568,1123,-733
229,12.16,2.82,3.42,117.6,14.2,-34.0,-515,1136,-725
230,12.02,2.34,3.68,126.1,14.1,-36.0,-472,1148,-705
231,12.13,1.96,3.43,128.2,9.6,-34.6,-408,1158,-700
232,12.39,1.82,3.22,126.5,-0.7,-31.0,-366,1176,-705
233,12.76,1.76,3.15,123.0,-13.6,-24.1,-323,1176,-702
234,12.60,1.54,2.82,118.1,-21.7,-16.4,-262,1166,-702
235,10.75,0.66,1.85,111.2,-7.5,-13.5,-183,1138,-733
236,9.45,0.17,1.72,111.8,7.2,-16.4,-161,1151,-725
237,8.20,-0.17,1.88,116.1,18.7,-18.0,-116,1123,-725
238,7.20,-0.54,1.77,122.1,22.5,-18.6,-87,1138,-707
239,6.56,-0.88,1.42,128.2,25.5,-14.8,-37,1143,-707
240,6.32,-1.28,1.31,133.8,28.9,-10.8,7,1131,-697
241,6.26,-1.32,1.59,136.2,28.3,-10.7,40,1126,-697
242,6.39,-1.26,2.15,131.9,23.1,-14.4,92,1121,-680
243,6.62,-1.46,2.43,118.7,16.8,-14.4,118,1123,-682
244,6.96,-1.83,2.82,98.8,10.7,-7.4,153,1106,-670
245,7.25,-2.14,3.20,77.9,3.6,0.1,186,1093,-670
246,7.64,-2.23,3.42,61.2,-3.7,-1.9,196,1083,-682
247,8.07,-2.43,3.17,47.7,-3.9,-11.8,213,1073,-687
248,8.44,-2.40,2.96,36.7,5.0,-26.4,232,1063,-682
249,9.13,-2.48,3.24,27.9,13.6,-41.8,252,1056,-685
250,9.76,-2.62,3.54,16.5,18.4,-50.5,285,1051,-672
251,10.50,-2.63,3.74,0.8,20.6,-50.7,292,1053,-655
252,10.96,-2.87,3.40,-18.8,25.0,-47.3,315,1053,-631
253,11.45,-2.55,3.20,-35.1,31.0,-35.7,323,1061,-623
254,12.04,-2.04,3.76,-35.8,24.1,-21.7,338,1081,-606
255,12.49,-1.76,4.23,-25.1,9.3,-20.1,328,1096,-593
256,13.01,-1.61,4.53,-14.7,-2.7,-25.4,341,1093,-578
257,13.72,-1.58,4.85,-16.6,-8.4,-25.4,328,1108,-568
258,15.00,-1.12,5.36,-31.3,-19.4,-9.9,323,1106,-583
259,15.53,-0.78,5.08,-56.2,-31.3,17.1,331,1113,-588
260,15.06,-0.56,4.38,-87.2,-28.7,40.8,302,1101,-603
261,14.20,0.07,3.95,-113.6,-17.9,59.7,257,1121,-616
262,13.13,0.75,4.26,-127.0,-14.4,74.3,211,1133,-618
263,11.67,0.97,4.22,-128.7,-23.3,81.0,131,1151,-641
264,9.87,0.59,3.36,-128.3,-29.5,83.3,80,1166,-655
265,8.92,0.72,2.81,-130.1,-32.2,82.6,0,1163,-685
266,7.98,0.67,2.39,-133.9,-30.4,79.8,-60,1173,-695
267,7.18,0.69,2.09,-139.4,-25.5,79.5,-143,1156,-702
268,6.70,0.76,2.07,-142.7,-20.3,81.2,-206,1168,-720
269,6.79,0.97,2.19,-140.9,-23.7,78.8,-287,1141,-738
270,6.67,1.08,1.93,-135.9,-27.2,71.8,-361,1138,-738
271,6.74,1.34,1.72,-129.3,-24.2,67.2,-411,1128,-761
272,6.62,1.35,1.64,-118.8,-13.0,65.4,-482,1106,-756
273,6.72,1.48,1.72,-101.9,-3.6,56.4,-541,1098,-763
274,6.93,1.65,1.83,-77.3,-2.9,40.7,-568,1076,-773
275,7.36,1.97,1.94,-49.9,-6.3,24.6,-621,1066,-771
276,7.98,2.34,2.03,-24.4,-9.1,13.2,-621,1053,-763
277,8.87,2.46,2.07,-3.0,-11.1,6.5,-636,1038,-781
278,9.89,2.48,2.00,14.4,-15.8,1.4,-636,1048,-796
279,10.41,2.09,1.74,25.6,-13.1,-9.6,-643,1028,-788
280,11.00,1.80,1.43,34.4,1.2,-23.0,-618,1043,-812
281,11.92,1.75,1.52,46.8,13.5,-37.8,-601,1043,-791
282,12.70,1.88,2.18,65.3,21.1,-52.3,-558,1076,-783
283,12.59,1.48,2.68,84.1,28.6,-63.6,-525,1073,-778
284,12.12,0.86,2.66,109.0,40.3,-72.2,-416,1133,-766
285,11.95,0.63,2.34,113.1,35.6,-67.8,-356,1136,-733
286,12.08,0.76,2.49,116.0,23.3,-57.9,-300,1156,-725
287,12.20,0.81,2.52,118.9,6.9,-49.8,-255,1176,-710
288,12.16,0.79,2.40,119.7,-4.0,-47.8,-183,1151,-727
289,11.41,0.53,2.09,114.6,-2.1,-51.3,-143,1158,-727
290,10.23,0.08,1.83,103.8,8.7,-54.9,-82,1141,-712
291,9.12,-0.31,1.82,92.7,20.8,-53.1,-35,1133,-700
292,8.14,-0.59,1.72,89.3,25.9,-48.4,-2,1133,-707
293,7.33,-1.01,1.84,92.9,20.4,-41.8,47,1138,-677
294,6.81,-1.25,1.71,94.5,9.0,-36.4,92,1143,-672
295,6.90,-1.70,1.37,91.3,-2.5,-31.9,133,1116,-672
296,7.44,-1.84,1.36,84.6,-11.2,-31.9,171,1106,-685
297,8.02,-1.91,1.57,75.9,-20.5,-29.8,206,1091,-687
298,8.51,-2.10,1.69,64.4,-25.8,-28.7,230,1048,-692
299,9.01,-2.42,1.88,47.5,-20.3,-36.9,270,1051,-695
300,9.07,-2.66,1.92,24.5,-1.9,-45.4,285,1036,-697
301,9.21,-2.80,2.02,0.8,10.4,-44.2,307,1023,-687
302,9.48,-2.80,2.10,-17.8,5.8,-37.5,317,1023,-665
303,9.96,-2.70,2.26,-30.1,-12.4,-28.1,323,1041,-655
304,10.65,-2.49,2.19,-37.9,-27.0,-16.9,328,1026,-662
305,11.14,-2.38,2.22,-46.2,-23.3,-7.1,320,1033,-675
306,11.68,-2.01,2.21,-51.8,-5.6,-0.2,320,1033,-670
307,12.79,-0.98,2.75,-44.7,8.4,6.1,305,1031,-660
308,13.46,-0.49,3.36,-28.6,10.6,3.4,295,1041,-670
309,13.71,-0.48,3.43,-17.6,9.1,-3.5,290,1068,-662
310,14.07,-0.55,3.62,-21.1,4.4,-0.3,285,1053,-662
311,14.83,-0.43,3.91,-38.5,-9.9,11.5,275,1066,-657
312,15.00,-0.16,3.71,-66.1,-29.9,30.9,270,1063,-677
313,14.53,0.27,3.30,-97.9,-40.9,53.3,222,1078,-677
314,14.10,0.87,3.46,-125.5,-45.1,74.1,176,1083,-695
315,13.48,1.50,3.87,-144.0,-47.0,90.6,111,1086,-727
316,12.38,1.63,3.87,-154.1,-41.9,99.2,25,1081,-751
317,11.00,1.44,3.55,-157.5,-32.5,100.2,-40,1103,-758
318,9.71,1.19,3.13,-155.3,-23.2,97.0,-146,1093,-796
319,8.71,0.99,2.79,-150.0,-17.2,91.5,-220,1078,-803
320,7.67,0.80,2.38,-144.1,-14.0,86.5,-305,1073,-812
321,6.93,0.74,2.16,-138.7,-14.7,85.7,-353,1068,-796
322,6.52,0.81,2.00,-132.5,-19.3,90.2,-401,1053,-812
323,6.41,0.97,1.87,-121.8,-25.7,92.4,-507,1031,-835
324,6.70,1.32,1.71,-107.1,-35.5,82.6,-561,1018,-830
325,7.13,1.85,1.60,-90.7,-42.7,67.6,-623,978,-837
326,7.63,2.35,1.51,-75.2,-35.5,59.1,-667,942,-865
327,8.39,2.74,1.45,-58.5,-19.7,55.6,-710,922,-862
328,8.78,2.68,1.09,-40.6,-3.1,44.4,-737,912,-852
329,9.02,2.72,0.89,-20.0,7.9,25.2,-745,905,-855
330,9.24,2.65,0.95,-0.5,13.5,8.0,-766,897,-860
331,9.17,2.49,0.91,16.0,18.7,-4.7,-771,905,-840
332,9.35,2.24,0.87,29.2,25.2,-20.5,-763,922,-840
333,10.67,1.97,0.66,54.0,7.3,-45.0,-697,957,-855
334,11.12,1.83,0.72,62.2,-3.2,-49.2,-690,952,-827
335,11.32,1.52,1.24,68.2,-3.8,-57.7,-638,963,-842
336,11.20,1.21,1.65,72.1,5.5,-66.4,-598,966,-835
337,11.39,1.12,1.76,78.5,16.5,-70.2,-558,996,-835
338,11.80,0.95,1.79,88.1,19.6,-72.3,-492,1016,-837
339,12.43,0.91,1.83,98.1,12.8,-72.1,-442,1033,-825
340,13.01,0.72,1.83,104.2,2.5,-71.2,-391,1038,-825
341,13.08,0.27,1.58,103.7,-1.9,-71.9,-328,1038,-832
342,12.21,-0.31,1.06,96.7,6.9,-75.6,-287,1043,-835
343,10.84,-0.88,0.61,86.9,27.4,-73.4,-208,1056,-815
344,9.67,-1.09,1.07,78.5,47.4,-62.6,-191,1051,-817
345,8.77,-1.42,1.58,76.5,51.3,-51.6,-128,1091,-788
346,8.28,-2.07,1.29,79.7,42.2,-40.6,-82,1103,-773
347,7.72,-2.88,0.86,83.9,30.7,-27.4,-65,1096,-761
348,7.63,-3.13,0.70,86.4,18.3,-19.0,-32,1091,-753
349,7.51,-3.00,0.65,84.0,6.4,-19.7,0,1091,-741
350,7.42,-3.07,0.51,72.6,2.1,-20.4,20,1086,-743
351,7.34,-3.22,0.80,55.9,4.4,-19.9,50,1078,-746
352,7.20,-3.35,1.16,38.8,7.0,-22.7,72,1078,-741
353,7.35,-3.32,1.65,22.8,5.6,-28.0,77,1073,-727
354,7.79,-3.49,1.95,6.8,1.7,-30.2,105,1056,-741
355,8.56,-3.38,2.17,-11.3,-3.9,-26.6,118,1063,-731
356,9.45,-3.14,2.43,-27.3,-11.7,-18.0,133,1081,-731
357,10.29,-2.83,2.58,-39.7,-14.7,-9.9,126,1053,-731
358,10.65,-2.50,2.55,-46.7,-4.9,-3.1,123,1068,-736
359,11.59,-1.55,3.11,-42.4,7.3,-0.0,97,1073,-733
360,12.38,-1.07,3.51,-29.8,13.8,-3.2,102,1076,-722
361,12.59,-0.99,3.17,-19.2,24.1,-7.0,100,1088,-705
362,12.92,-0.88,3.10,-14.6,31.2,-7.9,92,1096,-700
363,13.18,-0.90,3.26,-18.4,21.6,-7.1,92,1111,-695
364,13.26,-0.77,3.43,-33.1,1.7,0.6,85,1133,-682
365,13.15,-0.43,3.43,-55.2,-18.4,19.9,72,1123,-685
366,12.89,0.04,3.62,-77.9,-31.1,41.8,45,1113,-705
367,12.59,0.53,3.80,-96.3,-33.7,55.8,-7,1121,-710
368,11.98,0.88,3.98,-106.3,-28.5,59.1,-45,1108,-736
369,10.98,0.93,3.95,-108.7,-20.6,54.8,-95,1111,-738
370,9.75,0.68,3.58,-109.0,-15.0,47.5,-143,1103,-753
371,8.67,0.43,3.28,-110.9,-13.3,43.8,-181,1106,-758
372,7.71,0.09,2.95,-116.0,-16.4,42.9,-230,1108,-778
373,7.10,-0.07,2.72,-124.6,-21.1,43.9,-290,1093,-781
374,6.85,-0.06,2.20,-133.0,-26.3,46.5,-333,1098,-781
375,6.66,-0.10,1.67,-138.5,-24.9,45.8,-391,1068,-801
376,6.50,-0.08,1.70,-138.9,-18.4,44.4,-447,1061,-808
377,6.67,0.05,2.08,-130.9,-12.4,40.5,-495,1046,-817
378,6.53,0.18,2.14,-116.6,-8.6,33.5,-546,1016,-820
379,6.82,0.44,2.30,-99.5,-7.7,26.6,-573,1018,-822
380,7.24,0.84,2.15,-82.7,-8.7,20.1,-611,993,-830
